lambda,BAC,mu,P,sim
49.238826317067414,1.0,0.02,15,16
142.51026703029993,1.0,0.02,15,16
412.46263829013566,1.0,0.02,15,16
1193.7766417144383,1.0,0.02,15,16
3455.1072945922183,1.0,0.02,15,16
10000.0,1.0,0.02,15,16
0.01,0.4676767676767677,0.02,15,17
0.028942661247167517,0.4686868686868687,0.02,15,17
0.0837677640068292,0.4686868686868687,0.02,15,17
0.24244620170823283,0.4808080808080808,0.02,15,17
0.701703828670383,0.49797979797979797,0.02,15,17
2.030917620904737,0.4767676767676768,0.02,15,17
5.878016072274912,0.47373737373737373,0.02,15,17
17.012542798525892,0.5,0.02,15,17
49.238826317067414,0.5,0.02,15,17
142.51026703029993,0.5,0.02,15,17
412.46263829013566,0.5,0.02,15,17
1193.7766417144383,0.5,0.02,15,17
3455.1072945922183,0.5,0.02,15,17
10000.0,0.5,0.02,15,17
0.01,0.4819389275074478,0.02,15,18
0.028942661247167517,0.49491062562065546,0.02,15,18
0.0837677640068292,0.4906901688182721,0.02,15,18
0.24244620170823283,0.49689672293942405,0.02,15,18
0.701703828670383,0.45183714001986097,0.02,15,18
2.030917620904737,0.586519364448858,0.02,15,18
5.878016072274912,0.6390268123138034,0.02,15,18
17.012542798525892,0.5,0.02,15,18
49.238826317067414,0.5,0.02,15,18
142.51026703029993,0.5,0.02,15,18
412.46263829013566,0.5,0.02,15,18
1193.7766417144383,0.5,0.02,15,18
3455.1072945922183,0.5,0.02,15,18
10000.0,0.5,0.02,15,18
0.01,0.536,0.02,15,19
0.028942661247167517,0.53,0.02,15,19
0.0837677640068292,0.532,0.02,15,19
0.24244620170823283,0.528,0.02,15,19
0.701703828670383,0.576,0.02,15,19
2.030917620904737,0.952,0.02,15,19
5.878016072274912,0.994,0.02,15,19
17.012542798525892,1.0,0.02,15,19
49.238826317067414,1.0,0.02,15,19
142.51026703029993,1.0,0.02,15,19
412.46263829013566,1.0,0.02,15,19
1193.7766417144383,1.0,0.02,15,19
3455.1072945922183,1.0,0.02,15,19
10000.0,1.0,0.02,15,19
0.01,0.566,0.02,15,20
0.028942661247167517,0.558,0.02,15,20
0.0837677640068292,0.558,0.02,15,20
0.24244620170823283,0.508,0.02,15,20
0.701703828670383,0.518,0.02,15,20
2.030917620904737,0.83,0.02,15,20
5.878016072274912,0.942,0.02,15,20
17.012542798525892,0.942,0.02,15,20
49.238826317067414,1.0,0.02,15,20
142.51026703029993,1.0,0.02,15,20
412.46263829013566,1.0,0.02,15,20
1193.7766417144383,1.0,0.02,15,20
3455.1072945922183,1.0,0.02,15,20
10000.0,1.0,0.02,15,20
0.01,0.5421890169262589,0.02,15,21
0.028942661247167517,0.5415558650964502,0.02,15,21
0.0837677640068292,0.5276476299016504,0.02,15,21
0.24244620170823283,0.5398041450339792,0.02,15,21
0.701703828670383,0.4144400827318391,0.02,15,21
2.030917620904737,0.5139926554387743,0.02,15,21
5.878016072274912,0.470917225950783,0.02,15,21
17.012542798525892,0.5,0.02,15,21
49.238826317067414,0.5,0.02,15,21
142.51026703029993,0.5,0.02,15,21
412.46263829013566,0.5,0.02,15,21
1193.7766417144383,0.5,0.02,15,21
3455.1072945922183,0.5,0.02,15,21
10000.0,0.5,0.02,15,21
0.01,0.5056424595077962,0.02,15,22
0.028942661247167517,0.5068893423008136,0.02,15,22
0.0837677640068292,0.514559560694224,0.02,15,22
0.24244620170823283,0.5106929645583012,0.02,15,22
0.701703828670383,0.5348119599989924,0.02,15,22
2.030917620904737,0.47256857855361595,0.02,15,22
5.878016072274912,0.4825436408977556,0.02,15,22
17.012542798525892,0.4825436408977556,0.02,15,22
49.238826317067414,0.5,0.02,15,22
142.51026703029993,0.5,0.02,15,22
412.46263829013566,0.5,0.02,15,22
1193.7766417144383,0.5,0.02,15,22
3455.1072945922183,0.5,0.02,15,22
10000.0,0.5,0.02,15,22
0.01,0.5500972171588285,0.02,15,23
0.028942661247167517,0.5377627901324584,0.02,15,23
0.0837677640068292,0.542988212419492,0.02,15,23
0.24244620170823283,0.5769230769230769,0.02,15,23
0.701703828670383,0.5799307327743346,0.02,15,23
2.030917620904737,0.44549763033175355,0.02,15,23
5.878016072274912,0.49644549763033174,0.02,15,23
17.012542798525892,0.5,0.02,15,23
49.238826317067414,0.5,0.02,15,23
142.51026703029993,0.5,0.02,15,23
412.46263829013566,0.5,0.02,15,23
1193.7766417144383,0.5,0.02,15,23
3455.1072945922183,0.5,0.02,15,23
10000.0,0.5,0.02,15,23
0.01,0.7625754527162978,0.02,15,24
0.028942661247167517,0.7676056338028169,0.02,15,24
0.0837677640068292,0.7615694164989939,0.02,15,24
0.24244620170823283,0.7585513078470825,0.02,15,24
0.701703828670383,0.8209255533199196,0.02,15,24
2.030917620904737,0.46277665995975853,0.02,15,24
5.878016072274912,0.7565392354124749,0.02,15,24
17.012542798525892,0.5,0.02,15,24
49.238826317067414,0.5,0.02,15,24
142.51026703029993,0.5,0.02,15,24
412.46263829013566,0.5,0.02,15,24
1193.7766417144383,0.5,0.02,15,24
3455.1072945922183,0.5,0.02,15,24
10000.0,0.5,0.02,15,24
0.01,0.5030035040881028,0.02,15,25
0.028942661247167517,0.5210523388397574,0.02,15,25
0.0837677640068292,0.5177985427443128,0.02,15,25
0.24244620170823283,0.5156293453473497,0.02,15,25
0.701703828670383,0.45822904499694084,0.02,15,25
2.030917620904737,0.4804772234273319,0.02,15,25
5.878016072274912,0.4913232104121475,0.02,15,25
17.012542798525892,0.5,0.02,15,25
49.238826317067414,0.5,0.02,15,25
142.51026703029993,0.5,0.02,15,25
412.46263829013566,0.5,0.02,15,25
1193.7766417144383,0.5,0.02,15,25
3455.1072945922183,0.5,0.02,15,25
10000.0,0.5,0.02,15,25
0.01,0.48547215496368035,0.02,15,26
0.028942661247167517,0.4801755447941889,0.02,15,26
0.0837677640068292,0.47699757869249393,0.02,15,26
0.24244620170823283,0.4816888619854721,0.02,15,26
0.701703828670383,0.4773002421307506,0.02,15,26
2.030917620904737,0.4682203389830508,0.02,15,26
5.878016072274912,0.4989406779661017,0.02,15,26
17.012542798525892,0.5,0.02,15,26
49.238826317067414,0.5,0.02,15,26
142.51026703029993,0.5,0.02,15,26
412.46263829013566,0.5,0.02,15,26
1193.7766417144383,0.5,0.02,15,26
3455.1072945922183,0.5,0.02,15,26
10000.0,0.5,0.02,15,26
0.01,0.5264745960677437,0.02,15,27
0.028942661247167517,0.47122185451949905,0.02,15,27
0.0837677640068292,0.4863733696710142,0.02,15,27
0.24244620170823283,0.4949386801635196,0.02,15,27
0.701703828670383,0.4198624359223931,0.02,15,27
2.030917620904737,0.49143468950749464,0.02,15,27
5.878016072274912,0.49785867237687365,0.02,15,27
17.012542798525892,0.5,0.02,15,27
49.238826317067414,0.5,0.02,15,27
142.51026703029993,0.5,0.02,15,27
412.46263829013566,0.5,0.02,15,27
1193.7766417144383,0.5,0.02,15,27
3455.1072945922183,0.5,0.02,15,27
10000.0,0.5,0.02,15,27
0.01,0.5271620459207305,0.02,15,28
0.028942661247167517,0.5313637265929994,0.02,15,28
0.0837677640068292,0.5300513906349942,0.02,15,28
0.24244620170823283,0.5216480292904564,0.02,15,28
0.701703828670383,0.515626723130197,0.02,15,28
2.030917620904737,0.598855290147555,0.02,15,28
5.878016072274912,0.5316283993912525,0.02,15,28
17.012542798525892,0.5,0.02,15,28
49.238826317067414,0.5,0.02,15,28
142.51026703029993,0.5,0.02,15,28
412.46263829013566,0.5,0.02,15,28
1193.7766417144383,0.5,0.02,15,28
3455.1072945922183,0.5,0.02,15,28
10000.0,0.5,0.02,15,28
0.01,0.552,0.02,15,29
0.028942661247167517,0.55,0.02,15,29
0.0837677640068292,0.55,0.02,15,29
0.24244620170823283,0.578,0.02,15,29
0.701703828670383,0.632,0.02,15,29
2.030917620904737,0.94,0.02,15,29
5.878016072274912,0.988,0.02,15,29
17.012542798525892,1.0,0.02,15,29
49.238826317067414,1.0,0.02,15,29
142.51026703029993,1.0,0.02,15,29
412.46263829013566,1.0,0.02,15,29
1193.7766417144383,1.0,0.02,15,29
3455.1072945922183,1.0,0.02,15,29
10000.0,1.0,0.02,15,29
0.01,0.4740053050397878,0.02,15,30
0.028942661247167517,0.4740053050397878,0.02,15,30
0.0837677640068292,0.4566755083996463,0.02,15,30
0.24244620170823283,0.4877099911582671,0.02,15,30
0.701703828670383,0.5314765694076039,0.02,15,30
2.030917620904737,0.55552608311229,0.02,15,30
5.878016072274912,0.725287356321839,0.02,15,30
17.012542798525892,0.5,0.02,15,30
49.238826317067414,0.5,0.02,15,30
142.51026703029993,0.5,0.02,15,30
412.46263829013566,0.5,0.02,15,30
1193.7766417144383,0.5,0.02,15,30
3455.1072945922183,0.5,0.02,15,30
10000.0,0.5,0.02,15,30
0.01,0.562,0.02,15,31
0.028942661247167517,0.556,0.02,15,31
0.0837677640068292,0.558,0.02,15,31
0.24244620170823283,0.566,0.02,15,31
0.701703828670383,0.732,0.02,15,31
2.030917620904737,0.864,0.02,15,31
5.878016072274912,0.664,0.02,15,31
17.012542798525892,1.0,0.02,15,31
49.238826317067414,1.0,0.02,15,31
142.51026703029993,1.0,0.02,15,31
412.46263829013566,1.0,0.02,15,31
1193.7766417144383,1.0,0.02,15,31
3455.1072945922183,1.0,0.02,15,31
10000.0,1.0,0.02,15,31
0.01,0.5218827810764222,0.02,15,32
0.028942661247167517,0.5130722083891974,0.02,15,32
0.0837677640068292,0.5119708868032944,0.02,15,32
0.24244620170823283,0.5110132158590308,0.02,15,32
0.701703828670383,0.49506799463704276,0.02,15,32
2.030917620904737,0.4017908446657728,0.02,15,32
5.878016072274912,0.7466960352422908,0.02,15,32
17.012542798525892,0.5,0.02,15,32
49.238826317067414,0.5,0.02,15,32
142.51026703029993,0.5,0.02,15,32
412.46263829013566,0.5,0.02,15,32
1193.7766417144383,0.5,0.02,15,32
3455.1072945922183,0.5,0.02,15,32
10000.0,0.5,0.02,15,32
0.01,0.5476352115863318,0.02,15,33
0.028942661247167517,0.5415252319529306,0.02,15,33
0.0837677640068292,0.5394885720751301,0.02,15,33
0.24244620170823283,0.5405069020140303,0.02,15,33
0.701703828670383,0.6657614844987554,0.02,15,33
2.030917620904737,0.6988006336275175,0.02,15,33
5.878016072274912,0.49185336048879835,0.02,15,33
17.012542798525892,0.5,0.02,15,33
49.238826317067414,0.5,0.02,15,33
142.51026703029993,0.5,0.02,15,33
412.46263829013566,0.5,0.02,15,33
1193.7766417144383,0.5,0.02,15,33
3455.1072945922183,0.5,0.02,15,33
10000.0,0.5,0.02,15,33
0.01,0.5374806256164577,0.02,15,34
0.028942661247167517,0.5184115353905406,0.02,15,34
0.0837677640068292,0.5184115353905406,0.02,15,34
0.24244620170823283,0.5283453102249777,0.02,15,34
0.701703828670383,0.5841435348269222,0.02,15,34
2.030917620904737,0.5176130759475834,0.02,15,34
5.878016072274912,0.47902869757174393,0.02,15,34
17.012542798525892,0.5,0.02,15,34
49.238826317067414,0.5,0.02,15,34
142.51026703029993,0.5,0.02,15,34
412.46263829013566,0.5,0.02,15,34
1193.7766417144383,0.5,0.02,15,34
3455.1072945922183,0.5,0.02,15,34
10000.0,0.5,0.02,15,34
0.01,0.504,0.02,15,35
0.028942661247167517,0.51,0.02,15,35
0.0837677640068292,0.514,0.02,15,35
0.24244620170823283,0.502,0.02,15,35
0.701703828670383,0.548,0.02,15,35
2.030917620904737,0.566,0.02,15,35
5.878016072274912,0.622,0.02,15,35
17.012542798525892,1.0,0.02,15,35
49.238826317067414,1.0,0.02,15,35
142.51026703029993,1.0,0.02,15,35
412.46263829013566,1.0,0.02,15,35
1193.7766417144383,1.0,0.02,15,35
3455.1072945922183,1.0,0.02,15,35
10000.0,1.0,0.02,15,35
0.01,0.5116960822634475,0.02,15,36
0.028942661247167517,0.5184160678312637,0.02,15,36
0.0837677640068292,0.5160407709191497,0.02,15,36
0.24244620170823283,0.5184160678312637,0.02,15,36
0.701703828670383,0.4646411497639737,0.02,15,36
2.030917620904737,0.5043446886557021,0.02,15,36
5.878016072274912,0.7909738717339667,0.02,15,36
17.012542798525892,0.5,0.02,15,36
49.238826317067414,0.5,0.02,15,36
142.51026703029993,0.5,0.02,15,36
412.46263829013566,0.5,0.02,15,36
1193.7766417144383,0.5,0.02,15,36
3455.1072945922183,0.5,0.02,15,36
10000.0,0.5,0.02,15,36
0.01,0.522,0.02,15,37
0.028942661247167517,0.504,0.02,15,37
0.0837677640068292,0.506,0.02,15,37
0.24244620170823283,0.512,0.02,15,37
0.701703828670383,0.516,0.02,15,37
2.030917620904737,0.96,0.02,15,37
5.878016072274912,0.974,0.02,15,37
17.012542798525892,1.0,0.02,15,37
49.238826317067414,1.0,0.02,15,37
142.51026703029993,1.0,0.02,15,37
412.46263829013566,1.0,0.02,15,37
1193.7766417144383,1.0,0.02,15,37
3455.1072945922183,1.0,0.02,15,37
10000.0,1.0,0.02,15,37
0.01,0.4982795226590526,0.02,15,38
0.028942661247167517,0.5035873782853796,0.02,15,38
0.0837677640068292,0.5025258071601142,0.02,15,38
0.24244620170823283,0.5423164214071308,0.02,15,38
0.701703828670383,0.6033384581594553,0.02,15,38
2.030917620904737,0.5294311443004612,0.02,15,38
5.878016072274912,0.4893842887473461,0.02,15,38
17.012542798525892,0.5,0.02,15,38
49.238826317067414,0.5,0.02,15,38
142.51026703029993,0.5,0.02,15,38
412.46263829013566,0.5,0.02,15,38
1193.7766417144383,0.5,0.02,15,38
3455.1072945922183,0.5,0.02,15,38
10000.0,0.5,0.02,15,38
0.01,0.4842479674796748,0.02,15,39
0.028942661247167517,0.4893292682926829,0.02,15,39
0.0837677640068292,0.43191056910569103,0.02,15,39
0.24244620170823283,0.42073170731707316,0.02,15,39
0.701703828670383,0.4303861788617886,0.02,15,39
2.030917620904737,0.45121951219512196,0.02,15,39
5.878016072274912,0.4867886178861789,0.02,15,39
17.012542798525892,0.5,0.02,15,39
49.238826317067414,0.5,0.02,15,39
142.51026703029993,0.5,0.02,15,39
412.46263829013566,0.5,0.02,15,39
1193.7766417144383,0.5,0.02,15,39
3455.1072945922183,0.5,0.02,15,39
10000.0,0.5,0.02,15,39
0.01,0.5071138211382114,0.02,15,40
0.028942661247167517,0.6239837398373984,0.02,15,40
0.0837677640068292,0.6260162601626016,0.02,15,40
0.24244620170823283,0.4771341463414634,0.02,15,40
0.701703828670383,0.49136178861788615,0.02,15,40
2.030917620904737,0.47764227642276424,0.02,15,40
5.878016072274912,0.4847560975609756,0.02,15,40
17.012542798525892,0.5,0.02,15,40
49.238826317067414,0.5,0.02,15,40
142.51026703029993,0.5,0.02,15,40
412.46263829013566,0.5,0.02,15,40
1193.7766417144383,0.5,0.02,15,40
3455.1072945922183,0.5,0.02,15,40
10000.0,0.5,0.02,15,40
0.01,0.5125729681185451,0.02,15,41
0.028942661247167517,0.506094040669703,0.02,15,41
0.0837677640068292,0.5040252742318301,0.02,15,41
0.24244620170823283,0.5103277952402335,0.02,15,41
0.701703828670383,0.5113541599846045,0.02,15,41
2.030917620904737,0.5297806145358908,0.02,15,41
5.878016072274912,0.5111456796459042,0.02,15,41
17.012542798525892,0.5,0.02,15,41
49.238826317067414,0.5,0.02,15,41
142.51026703029993,0.5,0.02,15,41
412.46263829013566,0.5,0.02,15,41
1193.7766417144383,0.5,0.02,15,41
3455.1072945922183,0.5,0.02,15,41
10000.0,0.5,0.02,15,41
0.01,0.5633391249407677,0.02,15,42
0.028942661247167517,0.5633391249407677,0.02,15,42
0.0837677640068292,0.5612857368504186,0.02,15,42
0.24244620170823283,0.5674459011214659,0.02,15,42
0.701703828670383,0.5920865582056547,0.02,15,42
2.030917620904737,0.473305954825462,0.02,15,42
5.878016072274912,0.4784394250513347,0.02,15,42
17.012542798525892,0.5,0.02,15,42
49.238826317067414,0.5,0.02,15,42
142.51026703029993,0.5,0.02,15,42
412.46263829013566,0.5,0.02,15,42
1193.7766417144383,0.5,0.02,15,42
3455.1072945922183,0.5,0.02,15,42
10000.0,0.5,0.02,15,42
0.01,0.4900709219858156,0.02,15,43
0.028942661247167517,0.4879432624113475,0.02,15,43
0.0837677640068292,0.48900709219858157,0.02,15,43
0.24244620170823283,0.4897163120567376,0.02,15,43
0.701703828670383,0.4975177304964539,0.02,15,43
2.030917620904737,0.4702127659574468,0.02,15,43
5.878016072274912,0.48936170212765956,0.02,15,43
17.012542798525892,0.5,0.02,15,43
49.238826317067414,0.5,0.02,15,43
142.51026703029993,0.5,0.02,15,43
412.46263829013566,0.5,0.02,15,43
1193.7766417144383,0.5,0.02,15,43
3455.1072945922183,0.5,0.02,15,43
10000.0,0.5,0.02,15,43
0.01,0.514,0.02,15,44
0.028942661247167517,0.514,0.02,15,44
0.0837677640068292,0.52,0.02,15,44
0.24244620170823283,0.506,0.02,15,44
0.701703828670383,0.524,0.02,15,44
2.030917620904737,0.95,0.02,15,44
5.878016072274912,0.994,0.02,15,44
17.012542798525892,1.0,0.02,15,44
49.238826317067414,1.0,0.02,15,44
142.51026703029993,1.0,0.02,15,44
412.46263829013566,1.0,0.02,15,44
1193.7766417144383,1.0,0.02,15,44
3455.1072945922183,1.0,0.02,15,44
10000.0,1.0,0.02,15,44
0.01,0.43413362817880274,0.02,15,45
0.028942661247167517,0.4654083083241194,0.02,15,45
0.0837677640068292,0.46746169641446855,0.02,15,45
0.24244620170823283,0.4664350023692939,0.02,15,45
0.701703828670383,0.3623440214815985,0.02,15,45
2.030917620904737,0.4394250513347023,0.02,15,45
5.878016072274912,0.4753593429158111,0.02,15,45
17.012542798525892,0.5,0.02,15,45
49.238826317067414,0.5,0.02,15,45
